website,business_name,address,phone,fax,mobile,full_service_categories
www.arcprojects.com.au,Australian Restoration & Construction Pty Ltd,Gosford NSW 2250,1300728225,,0455443255,"Bathroom,Builder,Building,Home Extensions,Renovation,Re Stumping,Commercial,General Building Work,Carports,Builder,Extensions & Additions,Builders,Gazebo,Design & Build,Patios,Builders,Pergolas,Metal Pergola Builders,Timber Pergola Builders"
www.accuratebuildinginspections.com.au,Australian Residential Inspection & Building Report Guide,The Junction NSW 2291,,,0412686581,"Inspections - Building,Expert Witness Reports,Commercial,Pre-Purchase Property Inspections,Pre-Purchase Building Reports,Home Owner Warranty Reports,Inspections - Pest,Thermal Imaging,Pre-Purchase Property Inspections,General Inspection Reports,Termites"
,Australian Renovation Professionals (ARP Group),CARLINGFORD NSW 2118,0401610472,,0401610472,"Bathroom,Builder,Complete Bathroom Renovation,Design,Bathroom Resurfacing,Tilers,Waterproofers,Carpenters,Skirting,Ramps,Doors,Formwork,Windows,Renovations,Decking,Architraves,House Frames,Carports,Drafter,Carpenter,Decking,Construction,Composite Decking,Suppliers,Timber Decking,Decking Materials,Handyman,Welding,Patios,Patio Screens, Windows & Doors,Patio Cover Installations,Pergolas,Pergola Screens, Windows & Doors,Including Council Approval Service,Construction,Custom Design,Pergola Covers,Metal Pergola Builders,Timber Pergola Builders,Verandahs"
,Australian Quality Landscaping,,,,0418 319 309,"Landscaping & Gardening,Paving,Retaining Walls"
www.australianprotectiongroup.com.au,Australian Protection Group Pty Ltd,Newport VIC 3015,,,0499440708,"Security,Access Control,Security Guards"
,Australian Property Improvements,Pemulwuy NSW 2145,,,0409921731,"Awning Suppliers,Pergola Awnings,Fixed Awnings,Awnings,Installation,Repairs,Custom Design,Carpenters,Handrails,Skirting,Windows,Decking,Ramps,Renovations,Doors,Architraves,Carports,Suppliers,Drafter,Builder,Carpenter,Concreting,Grinding,Footpaths,Driveways,Coloured Concrete,Decking,Timber Decking,Construction,Composite Decking,Landscape Architecture,Landscape Construction,Landscaping & Gardening,Project Management,Landscape Construction,Lawn & Turf,Synthetic Turf Supply & Install,Laying,Supply,Paving,Driveways,Paths,Garden Edges,Pool Areas,Patios,Pergolas,Pergola Covers,Metal Pergola Builders,Timber Pergola Builders,Pergola Screens, Windows & Doors,Including Council Approval Service,Construction,Custom Design,Retaining Walls,Stone Retaining Walls,Concrete Retaining Walls,Material Suppliers,Timber Retaining Walls,Water Features,Installation,Construction"
www.australianproplumbing.com.au,Australian Pro Plumbing,Gateshead NSW 2290,,,0488392444,"Plumbers,New Drains,Grey Water Systems,New Homes,Plumbing Installation,Blocked Drains,Grease Traps,Hot Water Unit Installation,Rain Water Tank Installation,Backflow Systems,General Maintenance,Hot Water Unit Repairs,Toilet Repairs,Solar Hot Water,Drain Repairs,Home Renovations,Toilet Installation,24/7 Emergency Plumbers"
,Australian Premium Painters,Campbelltown NSW 2560,,,0456 309 630,"Handyman,Basic Painting,Paint Suppliers,Outdoor,Coatings,Indoor,Painters,Fence Painting,Spray Painting,Exterior,Special Finishes,Interior,Commercial,Colour Consulting,Roof,Exterior Timber Maintenance"
,Australian Property Improvements,,02 9672 1244,,0409 791 120,Handyman
,Australian Professional Maintenance Services,Dandenong VIC 3175,,,0437975866,"Handyman,Window & Door Repairs,Basic Fencing,Basic Concreting,Welding,Basic Carpentry,Basic Tiling,Basic Bricklaying,Basic Plastering,Basic Painting,Basic Garden Jobs,Basic Paving"
www.apelectricalservices.com.au,Australian Professional Electrical Services,Park Holme SA 5043,,,04 1105-6276,"Electricians,New Installations,Security Lighting,New Homes,Safety Switches,Home Entertainment System,Rewiring,Home Automation,Repairs,Data Cabling,Renovations,Test & Tag,Lighting,Power Points,Switchboards,Home Theatre,Trouble Shooting Service,Design & Install For New Premises,Speakers,Design & Install For Existing Premises,Televisions,Hot Water Systems,Service & Repairs,Suppliers,Solar Power"
https:u002Fu002Fwww.ausprocontracting.com.au,Australian Professional Contracting,"6 Libbett AVE, Clayton South VIC 3169",03 95456 200,0413 699 999,0402 721 277,"Asbestos Removal,Small Clean-Ups,Site Decontamination,Monitoring,Emergency Removal,Commercial,Demolition,Asbestos Removal,Strip Outs"
www.prestigecabinetco.comu002F,Australian Prestige Cabinet Co,"6 McCulloch ST, North Mackay QLD 4740",07 49574733,07 49574633,,"Bathroom Vanities,Cabinet Making,Home Office,Bathroom,Vanities,Built-in Furniture,Bookcases,Kitchen Renovations,Benchtops,Entertainment Units,IKEA Kitchen Installers,Joinery,Shop & Office Fitouts,Kitchens,Kitchen,Benchtops,Kitchen Renovation,New Kitchen,Project Management,Cabinet Makers,Resurfacing,Splashbacks,Showrooms,Supply & Install Acrylic Splashbacks,Supply & Install Glass Splashbacks,Storage,Shelving & Storage Solutions,Kitchen Storage,TV Units,Wardrobes,Shelving & Storage Solutions,Built In Wardrobe Builders"
www.australianpowerservices.com.au,Australian Power Services NSW Pty Ltd.,"15u002F46-48 Jedda RD, Prestons NSW 2170",0296088033,0296088044,,"Electricians,Data Cabling,Power Points,Switchboards,Back Up Generators,New Installations,Security Lighting,Lighting,New Homes,Safety Switches,24/7 Emergency Electricians,Home Entertainment System,Rewiring,Home Automation,Repairs,Test & Tag,Fibre Optic Cables,Renovations,Uninterruptible Power Supply (UPS)"
www.apcservices.net.au,Australian Pool Compliance Services,Auburn NSW 2144,0296435213,,0414278444,"Pool Builders,Pool Inspections,Pool Maintenance,Maintenance & Repairs,Pool Cleaning Service,Servicing"
www.australianpoolcare.com.auu002F,Australian Pool Care,Frenchs Forest NSW 2086,0294522192,,,"Pool Heating,Pool Maintenance,Servicing,Maintenance & Repairs,Pool Cleaning Service,Pool Suppliers"
,Australian Polymore Pty Ltd,Campbellfield VIC 3061,0393088058,0394343004,,"Bathroom Accessories,Toilet Seats,Tapware,Shampoo & Soap Dispensers,Robe Hooks,Mirrors,Shelving & Cabinets,Shower Sets,Towel Rails & Rings,Soap Dishes & Toothbrush Holders,Toilet Roll Holders,Bathroom Fittings,Bathroom Taps,Shower Heads,Heated Towel Rails,Bathroom Sinks,Wash Basins,Stone Basins"
www.ausplumbing.com.au,"Australian Plumbing, Drainage & Excavations",Mooroolbark VIC 3138,0431701235,,,"Excavation,Pit Installation,Earth Moving,Confined Space (mini excavator),Trenching,Site-Cuts,Post Hole Digging,Gas Fitters,Gas Repairs,Gas Installation,Hot Water Systems,Gas,Plumbers,Rain Water Tank Installation,New Drains,Grey Water Systems,Toilet Repairs,Blocked Drains,Grease Traps,Toilet Installation,Backflow Systems,General Maintenance,New Homes,Solar Hot Water,Hot Water Unit Installation,24/7 Emergency Plumbers,Hot Water Unit Repairs,Plumbing Installation,Drain Repairs,Home Renovations,Retaining Walls,Concrete Retaining Walls,Timber Retaining Walls"
fixmypool.com.au,Australian Pool Resurfacing,Mount Martha VIC 3934,0417893099,,0417893099,"Pool Accessories,Pool Filter,Pool Builders,Resurfacing,Renovation,Pool Inspections,Pool Covers,Pool Maintenance,Pool Cleaning Service"
www.plumbingbrigade.com.auu002F,Australian Plumbing Brigade Pty Ltd,Roseland NSW 2196,,,0426141111,"Gas Fitters,Gas Repairs,Gas Installation,Heaters,Gas Heaters,Heating Systems,Ducted Gas Heating,Hot Water Systems,Gas,Plumbers,New Homes,Solar Hot Water,Hot Water Unit Installation,24/7 Emergency Plumbers,Hot Water Unit Repairs,Plumbing Installation,Drain Repairs,Home Renovations,Rain Water Tank Installation,New Drains,Grey Water Systems,Toilet Repairs,Blocked Drains,Grease Traps,Toilet Installation,General Maintenance"
www.australianpoolfencinginspections.comu002F,Australian Pool Fencing Inspections,Robina QLD 4226,0420 513 706,,0450 040 703,"Pool Builders,Pool Inspections"
,Australian Plumbing & Hot water,,,,,"Gas Fitters,Gas Repairs,Gas Installation,Guttering,Install Downpipes,Install Gutters,Stormwater Pits & Drains,Rain Water Tank Set Up,Repairs,Hot Water Systems,Solar Hot Water,Service & Repairs,Installation,Suppliers,Electric,Gas,Plumbers,General Maintenance,Toilet Repairs,Toilet Installation,New Homes,Solar Hot Water,Drain Repairs,Hot Water Unit Installation,24/7 Emergency Plumbers,New Drains,Hot Water Unit Repairs,Plumbing Installation,Blocked Drains,Home Renovations,Rain Water Tank Installation,Backflow Systems,Rainwater Tanks,Installation,Roofing,Roofing Contractors,Metal & Colorbond Roofing"
www.australianplaygrounds.com.au,Australian Playground & Shade Solutions,Hamilton NSW 2303,,,0437375712,"Playground Equipment,Shades & Sails,Design & Install Sails,Sunscreens,Sails - Supply,Other Shade Structures"
,Australian Painting & Decorating Contractors,St Clair NSW 2759,,,0421838535,"Painters,Interior,Commercial,Colour Consulting,Roof,Exterior Timber Maintenance,Fence Painting,Spray Painting,Exterior,Special Finishes,Wallpapering,Installation,Supplies"
www.apbm.com.au,AUSTRALIAN PEST BIRD MANAGEMENT PTY LTD,Moorebank NSW 2170,1300882208,,1300882208,"Pest Control,Birds"
www.peninsulapooltechs.com.au,Peninsula Pool Techs - Mornington Peninsula,"1 Main ST, Mount Martha VIC 3934",0449203355,,0449203355,"Pool Accessories,Pool Filter,Pool Covers,Pool Heating,Solar Pool Heating,Pool Maintenance,Servicing,Maintenance & Repairs,Pool Cleaning Service"
,Australian Pearl Painter,Merryland NSW 2160,,,0434215222,"Painters,Exterior,Spray Painting,Interior,Special Finishes,Colour Consulting,Roof,Exterior Timber Maintenance,Fence Painting"
www.facebook.comu002Faustralianpaintingservicesu002F,Australian Painting Services,,,,0452 542 524,"Painters,Colour Consulting,Exterior Timber Maintenance,Fence Painting,Exterior,Spray Painting,Interior,Special Finishes,Commercial"
australianpainting.com.auu002F,Australian Painting and Maintenance Services,Sydney South NSW 2000,0416092929,,6.11301E+11,"Painters,Commercial,Colour Consulting,Roof,Exterior Timber Maintenance,Fence Painting,Spray Painting,Exterior,Special Finishes,Interior"
,Australian Painting and Decorating,Essendon VIC 3040,0433977379,,0403293347,"Paint Suppliers,Coatings,Indoor,Outdoor,Painters,Colour Consulting,Roof,Exterior Timber Maintenance,Fence Painting,Spray Painting,Exterior,Special Finishes,Interior,Commercial"
,Australian Oven Detailing,,,,0424 581 323,"Cleaning,BBQ Cleaning"
,Australian Outdoor Living (Victoria) Pty Ltd,Cambellfield VIC 3061,,,0409 229 040,"Carports,Builder,Carpenter,Decking,Decking Materials,Sealing & Finishing,Construction,Composite Decking,Timber Decking,Suppliers,Patios,Patio Cover Installations,Builders,Patio Suppliers,Pergolas,Metal Pergola Builders,Timber Pergola Builders,Pergola Screens, Windows & Doors,Including Council Approval Service,Construction,Custom Design,Pergola Covers,Verandahs"
www.australianoutdoorliving.com.au,Australian Outdoor Living,Wangara WA 6065,0892494009,,,"Blinds,Blinds Suppliers,Outdoor,Decking,Timber Decking,Suppliers,Pergolas,Construction"
www.anlscape.com.au,Australian Native Landscapes Pty Ltd,"317 Mona Vale RD, Seven Hills NSW 2147",02 9450 1444,0296745199,,"Garden Supplies,Delivery Service,Suppliers"
www.anlscape.com.au,Australian Native Landscapes Pty Ltd,,94571555,,,"Building Supplies,Cement,Sand,Steel,Timber,Concrete,Garden Supplies,Delivery Service,Suppliers,Lawn & Turf,Supply,Nurseries"
www.anlscape.com.auu002F,Australian Native Landscapes Pty Ltd,Tumut NSW 2720,0269474704,0269474153,,Landscaping & Gardening
,Australian Painting & Deck Staining,Griffin QLD 4503,,,0427834443,"Painters,Colour Consulting,Exterior Timber Maintenance,Fence Painting,Exterior,Interior,Special Finishes,Commercial"
www.anlscape.com.au,Australian Native Landscapes Pty Ltd,Orange NSW 2800,0263612224,0263619164,,"Garden Supplies,Delivery Service,Suppliers"
www.ausnatinsulation.com.au,Australian National Insulation,Palm Beach QLD 4221,,0756770591,0417949997,"Insulation,Supply & Install Ceiling Insulation,Supply & Install Roof Insulation,Supply"
www.ancouriers.com.au,Australian National Couriers,Mile End SA 5031,0884165111,,,"Garden Supplies,Delivery Service"
,Australian Monitoring & Surveilance Pty Ltd,,,,0411 578 383,Security
www.australianmoving.com.auu002F,Australian Moving Logistics,,03 5127 2355,,0408 786 732,"Furniture Removal,Storage"
,Australian Mini Diggers,Mooroolbark VIC 3140,0418 178 222,,,"Equipment Hire,Excavation"
www.australianmobilestorage.com.au,Australian Mobile Storage Pty Ltd,,1300 000 267,,0488 222 267,"Storage,Transport & Store,Self Storage"
www.iwanttrees.com.au,Australian Native Farm Forestry,"6 Cobrawonga RD, Cobram East VIC 3644",0354386555,0354869911,,"Nurseries,Plants"
,Australian National Pest Management,Regents Park NSW 2143,,,0405888080,"Inspections - Pest,General Inspection Reports,Termites,Thermal Imaging,Pre-Purchase Property Inspections,Pest Control,Rodent Control,Wasp Removal,Possums,Vermin,Fleas,Termites,Cockroaches,Spiders,Bee Removal,Silverfish,Birds,Ants,Rabbit Control,Bed Bugs"
,Australian Maintenance Pty Ltd.,Tarneit VIC 3029,,,0451398026,"Handyman,Basic Fencing,Basic Carpentry,Odd Jobs,Picture & Mirror Hanging,Basic Bricklaying,Lock Repairs,Welding,Basic Garden Jobs,Basic Tiling,Furniture Assembly,Shower Base Repair,Window & Door Repairs,Basic Plastering,Basic Paving,Basic Concreting,Basic Painting"
www.ampsplumbing.com.au,Australian Maintenance Plumbing Service,Erina NSW 2250,,0243670013,0412442797,"Plumbers,Grey Water Systems,Toilet Repairs,Grease Traps,Toilet Installation,General Maintenance,New Homes,Solar Hot Water,Drain Repairs,Hot Water Unit Installation,24/7 Emergency Plumbers,New Drains,Hot Water Unit Repairs,Plumbing Installation,Blocked Drains,Home Renovations,Rain Water Tank Installation,Backflow Systems"
,Australian Licensed Plumbers & Bathrooms,COOLANGATTA NSW 2535,0429399888,,0429399888,"Bathroom Sinks,Drains,Gas Fitters,Gas Repairs,Gas Installation,Heaters,Gas Heaters,Hot Water Systems,Solar Hot Water,Service & Repairs,Installation,Electric,Heat Pumps,Suppliers,Gas,Plumbers,New Drains,General Maintenance,Hot Water Unit Repairs,Toilet Repairs,Solar Hot Water,Blocked Drains,Home Renovations,Toilet Installation,24/7 Emergency Plumbers,Backflow Systems,Grey Water Systems,New Homes,Plumbing Installation,Drain Repairs,Grease Traps,Hot Water Unit Installation,Rain Water Tank Installation"
,Australian Licensed Electricians & Plumbers,Wollongong NSW 2500,,,0474 190 197,"Antenna Services,Repairs & Troubleshooting,Suppliers & Installation,Digital TV Points,Foxtel, TV & Satellite,Antenna Relocation,Electricians,24/7 Emergency Electricians,Test & Tag,New Homes,Safety Switches,Home Entertainment System,Rewiring,Home Automation,Repairs,Fibre Optic Cables,Renovations,Uninterruptible Power Supply (UPS),Data Cabling,Power Points,Switchboards,Lighting,New Installations,Security Lighting,Home Theatre,Speakers,Televisions,Design & Install For New Premises,Design & Install For Existing Premises,Interior Designer,Lighting Consultation,Lighting,Repairs,Install,Design Consultants,Emergency Lighting Design & Install,Wiring,Pool Lighting Design & Install,Outdoor Lighting Design & Install,Maintenance & Servicing,Underfloor Heating,Ventilation,Trapped Heat Ventilation,Mechanical Ventilation,Sub Floor Ventilation,Roof Ventilation,Condensation Removal"
www.australianleakdetection.com,Australian Leak Detection,Mountain Creek QLD 4557,0754448336,,,"Pool Maintenance,Maintenance & Repairs"
www.alcturf.com.au,Australian Lawn Concepts,Boyland QLD 4275,1800 486 204 - for customers,,0418792014,"Lawn & Turf,Disease And Pest Management,Laying,Supply"
,Australian Metal Roofing Pty Ltd,North Balgowlah NSW 2093,,,0416282403,"Roofing,Metal & Colorbond Roofing"
,Australian Maintenance & Cleaning Services,Clarinda VIC 3169,,,0425842401,"Cleaning,One Off Clean,Rental Bond & Move Out Clean,Home Cleaners,Cleaning Services - Commercial,Office Cleaning,Garden Maintenance,Garden Cleanup,Vacuum Cleaners,Window Cleaning,Standard"
,Australian Landscape Consultants,,,,,"Decking,Timber Decking,Garden Designer,Landscaping & Gardening,Landscape Design,Horticulture,Lawn & Turf,Laying,Supply,Paving,Paths,Garden Edges,Pool Areas,Retaining Walls,Timber Retaining Walls,Stone Retaining Walls"
www.aifwa.org.au,Australian Insulation Foundation,"Cygnus ST, Cooloongup WA 6168",0448062994,,0448062994,"Insulation,Supply & Install Ceiling Insulation,Supply & Install Roof Insulation,Supply"
,Australian Instant Building Solutions Pty Ltd,Springwood QLD 4127,,,0411239383,"Building,Project Management,General Building Work,Home Extensions,Renovation,Commercial,New Home,Granny Flats,Re Stumping,Decking,Timber Decking,Decking Materials,Suppliers,Composite Decking,Sealing & Finishing,Construction,Pergolas,Metal Pergola Builders,Timber Pergola Builders,Pergola Screens, Windows & Doors,Including Council Approval Service,Construction,Custom Design,Pergola Covers"
,Australian Innovate,Gosnells WA 6110,0412 255 689 ,,0412 255 689 ,"Asbestos Removal,Inspections,Emergency Removal,Commercial,Small Clean-Ups,Site Decontamination,Monitoring,Awning Suppliers,Fixed Awnings,Pergola Awnings,Awnings,Custom Design,Installation,Carpenters,Decking,Carports,Builder,Decking,Construction,Timber Decking,Demolition,Asbestos Removal,Strip Outs,Without Salvage Rights,With Salvage Rights,Recycling Focused,Gutter Cleaning,Roof Gutters,Commercial,Stormwater Pits & Drains,Guttering,Gutter Guards,Install Steel Gutters,Install Downpipes,Install Gutters,Stormwater Pits & Drains,Repairs,Insulation,Supply & Install Roof Insulation,Painters,Roof,Patios,Patio Cover Installations,Repairs,Material Supplies,Patio Suppliers,Builders,Patio Cover Suppliers,Patio Screens, Windows & Doors,Pergolas,Construction,Custom Design,Pergola Covers,Metal Pergola Builders,Timber Pergola Builders,Pergola Screens, Windows & Doors,Including Council Approval Service,Roof Repairs,Restoration,Metal & Colorbond Roof Repairs,Roof Tile Replacement,Repointing,General Maintenance,Roofing,Metal & Colorbond Roofing,Tiled Roofing,Bedding & Pointing,Sheds,Shed Builders,Suppliers,Tilers,Roof Tiling,Ventilation,Roof Ventilation"
